Time, Value
17:35:39, 560
17:35:39, 499
17:35:39, 455
17:35:39, 475
17:35:39, 520
17:35:39, 530
17:35:39, 514
17:35:39, 496
17:35:39, 480
17:35:39, 483
17:35:39, 519
17:35:39, 521
17:35:39, 471
17:35:39, 458
17:35:39, 489
17:35:39, 499
17:35:39, 449
17:35:39, 348
17:35:39, 257
17:35:39, 214
17:35:39, 193
17:35:39, 132
17:35:39, 74
17:35:39, 65
17:35:39, 86
17:35:39, 90
17:35:39, 51
17:35:39, -13
17:35:39, -43
17:35:39, 4
17:35:39, 45
17:35:39, 7
17:35:39, -58
17:35:39, -88
17:35:39, -72
17:35:39, -101
17:35:39, -150
17:35:39, -129
17:35:39, -55
17:35:39, -10
17:35:39, -39
17:35:39, -100
17:35:39, -132
17:35:39, -140
17:35:39, -138
17:35:39, -151
17:35:39, -165
17:35:39, -174
17:35:39, -194
17:35:39, -210
17:35:39, -198
17:35:39, -177
17:35:39, -172
17:35:39, -185
17:35:39, -167
17:35:39, -123
17:35:39, -87
17:35:39, -77
17:35:39, -103
17:35:39, -146
17:35:39, -157
17:35:39, -138
17:35:39, -121
17:35:39, -138
17:35:39, -154
17:35:39, -132
17:35:39, -89
17:35:39, -69
17:35:39, -86
17:35:39, -102
17:35:39, -84
17:35:39, -49
17:35:39, -39
17:35:39, -70
17:35:39, -82
17:35:39, -44
17:35:39, 1
17:35:39, 18
17:35:39, 2
17:35:39, -33
17:35:39, -51
17:35:39, -17
17:35:39, 32
17:35:39, 41
17:35:39, 24
17:35:39, 25
17:35:40, 56
17:35:40, 85
17:35:40, 76
17:35:40, 66
17:35:40, 105
17:35:40, 182
17:35:40, 197
17:35:40, 180
17:35:40, 168
17:35:40, 163
17:35:40, 172
17:35:40, 192
17:35:40, 199
17:35:40, 165
17:35:40, 146
17:35:40, 170
17:35:40, 202
17:35:40, 201
17:35:40, 180
17:35:40, 172
17:35:40, 200
17:35:40, 226
17:35:40, 237
17:35:40, 233
17:35:40, 232
17:35:40, 253
17:35:40, 304
17:35:40, 331
17:35:40, 317
17:35:40, 316
17:35:40, 349
17:35:40, 348
17:35:40, 282
17:35:40, 226
17:35:40, 221
17:35:40, 236
17:35:40, 235
17:35:40, 177
17:35:40, 84
17:35:40, -11
17:35:40, -65
17:35:40, -34
17:35:40, 12
17:35:40, 39
17:35:40, 12
17:35:40, -28
17:35:40, 7
17:35:40, 152
17:35:40, 280
17:35:40, 344
17:35:40, 362
17:35:40, 365
17:35:40, 352
17:35:40, 312
17:35:40, 258
17:35:40, 229
17:35:40, 226
17:35:40, 182
17:35:40, 120
17:35:40, 114
17:35:40, 161
17:35:40, 203
17:35:40, 215
17:35:40, 229
17:35:40, 252
17:35:40, 256
17:35:40, 237
17:35:40, 220
17:35:40, 197
17:35:40, 144
17:35:40, 71
17:35:40, 57
17:35:40, 113
17:35:40, 177
17:35:40, 193
17:35:40, 157
17:35:40, 121
17:35:40, 135
17:35:40, 167
17:35:40, 166
17:35:40, 144
17:35:40, 123
17:35:40, 113
17:35:40, 107
17:35:40, 149
17:35:40, 211
17:35:40, 256
17:35:40, 275
17:35:40, 247
17:35:40, 213
17:35:40, 193
17:35:40, 183
17:35:40, 184
17:35:40, 198
17:35:40, 196
17:35:40, 177
17:35:40, 171
17:35:40, 189
17:35:40, 208
17:35:40, 198
17:35:40, 173
17:35:40, 169
17:35:40, 203
17:35:40, 256
17:35:40, 258
17:35:40, 220
17:35:40, 152
17:35:40, 119
17:35:40, 161
17:35:40, 215
17:35:40, 251
17:35:40, 244
17:35:40, 211
17:35:40, 196
17:35:40, 217
17:35:40, 246
17:35:40, 252
17:35:40, 266
17:35:40, 278
17:35:40, 258
17:35:40, 241
17:35:40, 246
17:35:40, 245
17:35:40, 247
17:35:40, 243
17:35:40, 210
17:35:40, 193
17:35:40, 187
17:35:40, 208
17:35:40, 236
17:35:40, 248
17:35:40, 229
17:35:40, 213
17:35:40, 212
17:35:40, 208
17:35:40, 185
17:35:40, 170
17:35:40, 168
17:35:40, 162
17:35:40, 160
17:35:40, 167
17:35:40, 185
17:35:40, 168
17:35:40, 154
17:35:40, 168
17:35:40, 194
17:35:40, 209
17:35:40, 198
17:35:40, 170
17:35:40, 177
17:35:40, 192
17:35:40, 170
17:35:40, 141
17:35:40, 140
17:35:40, 161
17:35:40, 196
17:35:40, 215
17:35:40, 193
17:35:40, 149
17:35:40, 134
17:35:40, 154
17:35:40, 173
17:35:40, 160
17:35:40, 148
17:35:40, 149
17:35:40, 146
17:35:40, 106
17:35:40, 87
17:35:40, 85
17:35:40, 97
17:35:40, 149
17:35:40, 189
17:35:40, 189
17:35:40, 169
17:35:40, 165
17:35:40, 176
17:35:40, 180
17:35:40, 176
17:35:40, 165
17:35:40, 154
17:35:40, 139
17:35:40, 107
17:35:40, 100
17:35:40, 107
17:35:40, 122
17:35:40, 106
17:35:40, 98
17:35:40, 137
17:35:40, 169
17:35:40, 156
17:35:40, 141
17:35:40, 152
17:35:40, 155
17:35:40, 144
17:35:40, 140
17:35:40, 184
17:35:40, 230
17:35:40, 226
17:35:40, 187
17:35:40, 176
17:35:40, 181
17:35:40, 200
17:35:40, 212
17:35:40, 177
17:35:40, 149
17:35:40, 164
17:35:40, 187
17:35:40, 184
17:35:40, 149
17:35:40, 120
17:35:40, 114
17:35:40, 121
17:35:40, 107
17:35:40, 70
17:35:40, 48
17:35:40, 70
17:35:40, 115
17:35:40, 139
17:35:40, 147
17:35:40, 145
17:35:40, 146
17:35:40, 161
17:35:40, 162
17:35:40, 147
17:35:40, 144
